id,org_unit,indicator,period,deaths
10662,Nakuru County,MOH 711 Rev 2020_Maternal deaths 25+ Years,October 2025,3
10663,West Pokot County,MOH 711 Rev 2020_Maternal deaths 25+ Years,September 2025,3
10664,Laikipia County,MOH 711 Rev 2020_Maternal deaths 25+ Years,April 2026,1
10665,Machakos County,MOH 711 Rev 2020_Maternal deaths 25+ Years,October 2025,2
10666,Nyeri County,MOH 711 Rev 2020_Maternal deaths 25+ Years,December 2025,2
10667,Machakos County,MOH 711 Rev 2020_Maternal deaths 25+ Years,November 2025,1
10668,Machakos County,MOH 711 Rev 2020_Maternal deaths 25+ Years,December 2025,1
10669,Nyeri County,MOH 711 Rev 2020_Maternal deaths 25+ Years,November 2025,1
10670,Busia County,MOH 711 Rev 2020_Maternal deaths 25+ Years,November 2025,1
10671,Busia County,MOH 711 Rev 2020_Maternal deaths 25+ Years,December 2025,1
10672,Busia County,MOH 711 Rev 2020_Maternal deaths 25+ Years,October 2025,2
10673,Mombasa County,MOH 711 Rev 2020_Maternal deaths 25+ Years,December 2025,4
10674,Mombasa County,MOH 711 Rev 2020_Maternal deaths 25+ Years,November 2025,1
10675,Uasin Gishu County,MOH 711 Rev 2020_Maternal deaths 25+ Years,April 2026,2
10676,Mandera County,MOH 711 Rev 2020_Maternal deaths 25+ Years,October 2025,1
10677,West Pokot County,MOH 711 Rev 2020_Maternal deaths 25+ Years,November 2025,2
10678,Uasin Gishu County,MOH 711 Rev 2020_Maternal deaths 25+ Years,January 2026,4
10679,Homa Bay County,MOH 711 Rev 2020_Maternal deaths 25+ Years,November 2025,2
10680,Uasin Gishu County,MOH 711 Rev 2020_Maternal deaths 25+ Years,February 2026,1
10681,Homa Bay County,MOH 711 Rev 2020_Maternal deaths 25+ Years,December 2025,3
10682,West Pokot County,MOH 711 Rev 2020_Maternal deaths 25+ Years,December 2025,1
10683,Machakos County,MOH 711 Rev 2020_Maternal deaths 25+ Years,July 2025,3
10684,Machakos County,MOH 711 Rev 2020_Maternal deaths 25+ Years,August 2025,2
10685,Embu County,MOH 711 Rev 2020_Maternal deaths 25+ Years,October 2025,3
10686,Machakos County,MOH 711 Rev 2020_Maternal deaths 25+ Years,May 2025,1
10687,Embu County,MOH 711 Rev 2020_Maternal deaths 25+ Years,November 2025,2
10688,Machakos County,MOH 711 Rev 2020_Maternal deaths 25+ Years,June 2025,2
10689,Kiambu County,MOH 711 Rev 2020_Maternal deaths 25+ Years,February 2026,1
10690,Mandera County,MOH 711 Rev 2020_Maternal deaths 25+ Years,December 2025,5
10691,Kiambu County,MOH 711 Rev 2020_Maternal deaths 25+ Years,January 2026,1
10692,Nyeri County,MOH 711 Rev 2020_Maternal deaths 25+ Years,June 2025,1
10693,Machakos County,MOH 711 Rev 2020_Maternal deaths 25+ Years,September 2025,2
10694,Nyeri County,MOH 711 Rev 2020_Maternal deaths 25+ Years,July 2025,1
10695,Nyeri County,MOH 711 Rev 2020_Maternal deaths 25+ Years,August 2025,1
10696,Nyeri County,MOH 711 Rev 2020_Maternal deaths 25+ Years,February 2026,1
10697,Makueni County,MOH 711 Rev 2020_Maternal deaths 25+ Years,October 2025,2
10698,Mandera County,MOH 711 Rev 2020_Maternal deaths 25+ Years,September 2025,2
10699,Laikipia County,MOH 711 Rev 2020_Maternal deaths 25+ Years,December 2025,1
10700,Makueni County,MOH 711 Rev 2020_Maternal deaths 25+ Years,December 2025,2
10701,Laikipia County,MOH 711 Rev 2020_Maternal deaths 25+ Years,October 2025,2
10702,Mombasa County,MOH 711 Rev 2020_Maternal deaths 25+ Years,September 2025,1
10703,Laikipia County,MOH 711 Rev 2020_Maternal deaths 25+ Years,November 2025,1
10704,Mombasa County,MOH 711 Rev 2020_Maternal deaths 25+ Years,August 2025,2
10705,Mombasa County,MOH 711 Rev 2020_Maternal deaths 25+ Years,July 2025,4
10706,Mombasa County,MOH 711 Rev 2020_Maternal deaths 25+ Years,June 2025,4
10707,Mombasa County,MOH 711 Rev 2020_Maternal deaths 25+ Years,May 2025,3
10708,Marsabit County,MOH 711 Rev 2020_Maternal deaths 25+ Years,September 2025,2
10709,Marsabit County,MOH 711 Rev 2020_Maternal deaths 25+ Years,August 2025,1
10710,Kiambu County,MOH 711 Rev 2020_Maternal deaths 25+ Years,October 2025,2
10711,Mombasa County,MOH 711 Rev 2020_Maternal deaths 25+ Years,October 2025,2
10712,Homa Bay County,MOH 711 Rev 2020_Maternal deaths 25+ Years,March 2026,2
10713,Kiambu County,MOH 711 Rev 2020_Maternal deaths 25+ Years,December 2025,1
10714,Homa Bay County,MOH 711 Rev 2020_Maternal deaths 25+ Years,April 2026,1
10715,Kiambu County,MOH 711 Rev 2020_Maternal deaths 25+ Years,November 2025,2
10716,Homa Bay County,MOH 711 Rev 2020_Maternal deaths 25+ Years,January 2026,1
10717,Homa Bay County,MOH 711 Rev 2020_Maternal deaths 25+ Years,February 2026,1
10718,Mandera County,MOH 711 Rev 2020_Maternal deaths 25+ Years,May 2025,1
10719,Laikipia County,MOH 711 Rev 2020_Maternal deaths 25+ Years,May 2025,1
10720,Garissa County,MOH 711 Rev 2020_Maternal deaths 25+ Years,November 2025,4
10721,Laikipia County,MOH 711 Rev 2020_Maternal deaths 25+ Years,June 2025,1
10722,Makueni County,MOH 711 Rev 2020_Maternal deaths 25+ Years,May 2025,2
10723,Kericho County,MOH 711 Rev 2020_Maternal deaths 25+ Years,April 2026,1
10724,Kericho County,MOH 711 Rev 2020_Maternal deaths 25+ Years,February 2026,2
10725,Makueni County,MOH 711 Rev 2020_Maternal deaths 25+ Years,August 2025,3
10726,Garissa County,MOH 711 Rev 2020_Maternal deaths 25+ Years,October 2025,2
10727,Marsabit County,MOH 711 Rev 2020_Maternal deaths 25+ Years,December 2025,1
10728,Kiambu County,MOH 711 Rev 2020_Maternal deaths 25+ Years,July 2025,2
10729,Kiambu County,MOH 711 Rev 2020_Maternal deaths 25+ Years,June 2025,3
10730,Kiambu County,MOH 711 Rev 2020_Maternal deaths 25+ Years,September 2025,3
10731,Kiambu County,MOH 711 Rev 2020_Maternal deaths 25+ Years,August 2025,3
10732,Laikipia County,MOH 711 Rev 2020_Maternal deaths 25+ Years,September 2025,1
10733,Nyeri County,MOH 711 Rev 2020_Maternal deaths 25+ Years,April 2026,1
10734,Kiambu County,MOH 711 Rev 2020_Maternal deaths 25+ Years,May 2025,2
10735,Laikipia County,MOH 711 Rev 2020_Maternal deaths 25+ Years,August 2025,1
10736,Bomet County,MOH 711 Rev 2020_Maternal deaths 25+ Years,May 2025,1
